Company Name,Location,Industry,Founded,Headquarters,CEO,Employees Number
Foshan Haitian Flavouring and Food,"Foshan, China","Food, Drink & Tobacco",1995,Foshan,Pang Kang,"6,678"
Altice USA,"Long Island City, New York",Media,2001,"Long Island City, New York",Dexter G. Goei,"9,000"
Lotte Chemical,"Seoul, South Korea",Chemicals,1976,Seoul,"Gyo-Hyeon Kim, Byung-Yeon Lim","4,644"
Evraz Group,"London, United Kingdom",Materials,1992,London,Aleksey Ivanov,"71,591"
Impala Platinum Holdings,"Northlands, South Africa",Materials,1967,Northlands,Nicolaas Johannes Muller,"59,908"
Leonardo,"Rome, Italy",Aerospace & Defense,1948,Rome,Alessandro Profumo,"50,413"
Cellnex Telecom,"Barcelona, Spain",Telecommunications Services,2008,Barcelona,Tobías Martínez-Gimeno,"2,877"
BAIC Motor,"Beijing, China",Consumer Durables,2010,Beijing,Wen Bing Huang,"18,694"
Korea Investment Holdings,"Seoul, South Korea",Diversified Financials,1968,Seoul,Nam-Goo Kim,51
AU Optronics,"Hsinchu, Taiwan",Technology Hardware & Equipment,1996,Hsinchu,Shuang Lang Peng,"52,241"
China Huarong Asset Management,"Beijing, China",Diversified Financials,1999,Beijing,Keki M. Mistry,"10,904"
AES,"Arlington, Virginia",Utilities,1981,"Arlington, Virginia",Andrés Ricardo Gluski Weilert,"8,450"
Itaúsa,"São Paulo, Brazil",Conglomerates,1966,São Paulo,Alfredo Egydio Setubal,"126,000"
J Sainsbury,"London, United Kingdom",Food Markets,1922,London,Simon John Roberts,
Ulta Beauty,"Bolingbrook, Illinois",Retail and Wholesale,1990,"Bolingbrook, Illinois",Dave Kimbell,"40,500"
Kaisa Group Holdings,"Shenzhen, China",Construction,1999,Shenzhen,Fan Mai,"17,100"
East West Bancorp,"Pasadena, California",Banking,1998,"Pasadena, California",Dominic Ng,"3,100"
Scor,"Paris, France",Insurance,1855,Paris,Laurent Rousseau,"3,590"
Luzhou Lao Jiao,"Luzhou, China","Food, Drink & Tobacco",1573,Luzhou,Feng Lin,"3,330"
Partners Group Holding,"Baar, Switzerland",Diversified Financials,1996,Baar,David Layton,"1,573"
Dover,"Downers Grove, Illinois",Conglomerates,1955,"Downers Grove, Illinois",Richard Joseph Tobin,"25,000"
Polyus,"Moscow, Russia",Materials,2006,Moscow,Alexey Vostokov,"20,000"
Givaudan,"Vernier, Switzerland",Household & Personal Products,1895,Vernier,Gilles Andrier,"16,842"
Chow Tai Fook Jewellery,"Hong Kong, Hong Kong",Consumer Durables,1929,Hong Kong,Siu Kee Wong,"27,900"
Innolux,"Miaoli, Taiwan",Technology Hardware & Equipment,2003,Miaoli,Jim Hung,
Lululemon Athletica,"Sumner, Washington","Clothing, Shoes, Sports Equipment",1998,"Sumner, Washington",Calvin McDonald,"16,530"
Jabil Circuit,"St. Petersburg, Florida",Technology Hardware & Equipment,1966,"St. Petersburg, Florida",Mark T. Mondello,"238,000"
Bath & Body Works,"Columbus, Ohio",Retail and Wholesale,1990,"Columbus, Ohio",Andrew Meslow,"56,900"
Helvetia Holding,"St. Gallen, Switzerland",Insurance,1996,St. Gallen,Philipp Robert Gmür,"12,128"
TBEA,"Changji, China",Capital Goods,Changji,China,"18,619",
West Fraser Timber Co.,"Vancouver, Canada",Materials,Vancouver,Canada,"11,000",
Nongfu Spring,"Hangzhou, China",Food & Drink,1996,Hangzhou,Shan Shan Zhong,"20,000"
Finatis,"Paris, France",Trading Companies,1971,Paris,Didier Lévêque,"218,544"
Siam Commercial Bank,"Bangkok, Thailand",Banking,1907,Bangkok,Arthid Nanthawithaya,
Meritz Financial Group,"Seoul, South Korea",Insurance,Seoul,South Korea,20,
Greentown China Holdings,"Hangzhou, China",Construction,1995,Hangzhou,Jia Feng Guo,"10,120"
Mediobanca,"Milan, Italy",Banking,1946,Milan,Alberto Nicola Nagel,"4,576"
Beijing Enterprises,"Hong Kong, Hong Kong",Conglomerates,1997,Hong Kong,Bin Xiong,"37,000"
Rockwell Automation,"Milwaukee, Wisconsin","Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",1903,"Milwaukee, Wisconsin",Blake Moret,"9,500"
Coterra Energy ,"Houston, Texas",Oil & Gas Operations,1989,"Houston, Texas",Thomas E. Jorden,936
Credicorp,"Lima, Peru",Banking,1995,Lima,Gianfranco Piero Ferrari de las Casas,"33,636"
Realty Income,"San Diego, California",Diversified Financials,1969,"San Diego, California",Sumit Roy,371
J.B. Hunt Transport Services,"Lowell, Arkansas",Transportation and Logistics,1961,"Lowell, Arkansas",John N. Roberts,"33,045"
Chesapeake Energy,"Oklahoma City, Oklahoma",Oil & Gas Operations,1989,"Oklahoma City, Oklahoma",Domenic J. Dell’Osso Jr.,"1,300"
China Aoyuan Group,"Guangzhou, China",Construction,2007,Guangzhou,Zi Ning Guo,"23,773"
BDO Unibank,"Makati City, Philippines",Banking,1967,Makati City,Nestor V. Tan,"38,756"
China Longyuan Power,"Beijing, China",Utilities,1993,Beijing,Jian Tang,"8,053"
AutoNation,"Fort Lauderdale, Florida",Retailing,1991,"Fort Lauderdale, Florida",Michael Mark Manley,"22,200"
Ovintiv,"Denver, Colorado",Oil & Gas Operations,1881,"Denver, Colorado",Brendan M. McCracken,"1,713"
Genworth Financial,"Richmond, Virginia",Insurance,1871,"Richmond, Virginia",Thomas J. McInerney,"2,500"
Monster Beverage,"Corona, California","Food, Drink & Tobacco",1985,"Corona, California",Rodney Cyril Sacks,"4,092"
Dassault Systemes,"Vélizy-Villacoublay, France",IT Software & Services,1981,Vélizy-Villacoublay,Bernard Charlès,"20,496"
Paychex,"Rochester, New York",Business Services & Supplies,1971,"Rochester, New York",Martin Mucci,"15,000"
GD Power Development,"Beijing, China",Utilities,1992,Beijing,Yan Bing Jia,"32,913"
CNPC Capital,"Beijing, China",Capital Goods,1920,Beijing,Shang Jun Jiang,"4,292"
China Southern Airlines,"Guangzhou, China",Transportation,1988,Guangzhou,Xu Lun Ma,"100,431"
China Galaxy Securities,"Beijing, China",Diversified Financials,2007,Beijing,Gong yan Chen,"12,661"
Mazda Motor,"Aki, Japan",Consumer Durables,1920,Aki,Akira Marumoto,"49,786"
Telecom Italia,"Rome, Italy",Telecommunications Services,1994,Rome,Pietro Labriola,"51,929"
Unicaja Banco,"Malaga, Spain",Banking,2011,Malaga,Manuel Menéndez Menéndez,"7,200"
Swire Pacific,"Hong Kong, Hong Kong",Conglomerates,1940,Hong Kong,Merlin Bingham Swire,"32,560"
Grupo Bimbo,"Mexico City, Mexico","Food, Drink & Tobacco",1966,Mexico City,Daniel Javier Servitje Montull,"137,542"
Tongwei,"Chengdu, China","Food, Drink & Tobacco",1995,Chengdu,Yi Zhong Guo,"25,549"
Kuwait Finance House,"Kuwait City, Kuwait",Banking,1977,Kuwait City,Abdulwahab Essa Abdulwahab Al-Rushoud,"15,000"
Lithia Motors,"Medford, Oregon",Retailing,1946,"Medford, Oregon",Bryan B. DeBoer,"21,150"
LKQ,"Chicago, Illinois",Consumer Durables,1998,"Chicago, Illinois",Dominick Paul Zarcone,"46,000"
Chubu Electric Power,"Nagoya, Japan",Utilities,1951,Nagoya,Akihisa Mizuno,"28,238"
Hoya,"Tokyo, Japan",Technology Hardware & Equipment,1944,Tokyo,Eiichiro Ikeda,"37,245"
ThyssenKrupp Group,"Essen, Germany",Conglomerates,1999,Essen,Martina Merz,"101,275"
Csc Financial,"Beijing, China",Diversified Financials,2005,Beijing,Ge Ping Li,"11,778"
Shenzhen Mindray Bio-Medical Electronics,"Shenzhen, China",Health Care Equipment & Services,1999,Shenzhen,Ming He Cheng,"14,684"
Guangzhou Automobile Group,"Guangzhou, China",Consumer Durables,1997,Guangzhou,Xing Ya Feng,"94,856"
Beijing Shougang,"Beijing, China",Materials,Beijing,China,"15,970",
Rosseti,"Moscow, Russia",Utilities,Moscow,Russia,652,
CGI,"Montreal, Canada",Professional Service,1976,Montreal,George D. Schindler,"88,500"
Agilent Technologies,"Santa Clara, California",Drugs & Biotechnology,1999,"Santa Clara, California",Michael R. McMullen,"17,000"
Liberty Media Corporation Series A Liberty Formula One,"Englewood, Colorado",Media,1991,"Englewood, Colorado",Gregory Ben Maffei,"6,800"
First Financial Holding,"Taipei, Taiwan",Banking,2003,Taipei,Ying Wu,"9,925"
Microchip Technology,"Chandler, Arizona","Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",1989,"Chandler, Arizona",Steve Sanghi,"19,500"
Randstad N.V.,"Diemen, Netherlands",Business Services & Supplies,1960,Diemen,Alexander M. van Noordende,"37,930"
Sibanye Stillwater,"Weltevreden Park, South Africa",Materials,2002,Weltevreden Park,Neal John Froneman,"84,521"
Flex,"Singapore, Singapore",Technology Hardware & Equipment,1990,Singapore,Revathi Advaithi,"167,201"
AvalonBay Communities,"Arlington, Virginia",Diversified Financials,1978,"Arlington, Virginia",Benjamin W. Schall,"2,927"
Akzo Nobel,"Amsterdam, Netherlands",Chemicals,1969,Amsterdam,Thierry F. J. Vanlancker,"32,800"
Telenor,"Fornebu, Norway",Telecommunications Services,1855,Fornebu,Sigve Brekke,"18,000"
UCB,"Brussels, Belgium",Drugs & Biotechnology,1928,Brussels,Jean-Christophe Tellier,"8,561"
Celanese,"Irving, Texas","Construction, Oil & Gas Operations, Mining and Chemicals",1918,"Irving, Texas",Lori J. Ryerkerk,"3,075"
Uni-President,"Tainan, Taiwan","Food, Drink & Tobacco",1967,Tainan,"Chao Kai Huang, Ching Tien Li",
Mahindra & Mahindra,"Mumbai, India",Consumer Durables,1945,Mumbai,Anish Dilip Shah,"61,297"
RiseSun Real Estate Development,"Langfang, China",Construction,1996,Langfang,Shan Liu,"24,778"
Interpublic Group,"New York, New York",Media,1930,"New York, New York",Philippe Krakowsky,"55,600"
Cosmo Energy Holdings,"Tokyo, Japan",Oil & Gas Operations,2015,Tokyo,Hiroshi Kiriyama,"7,086"
3i Group,"London, United Kingdom",Diversified Financials,London,United Kingdom,234,
JDE Peet's,"Amsterdam, Netherlands",Food & Drink,2018,Amsterdam,Fabien Jacques Simon,"19,621"
Alinma Bank,"Riyadh, Saudi Arabia",Banking,2006,Riyadh,Abdullah Ali Al Khalifa,"2,592"
Bank Of Chengdu,"Chengdu, China",Banking,1996,Chengdu,Hui Wang,"6,461"
Verbund,"Vienna, Austria",Utilities,1947,Vienna,Michael Strugl,"3,497"
Zions Bancorp,"Salt Lake City, Utah",Banking,1955,"Salt Lake City, Utah",Harris H. Simmons,"9,685"
Bankinter,"Madrid, Spain",Banking,1965,Madrid,María Dolores Dancausa Treviño,"6,138"
PTT Global Chemical,"Bangkok, Thailand",Chemicals,1978,Bangkok,Kongkrapan Intarajang,
Teva Pharmaceutical,"Tel Aviv, Israel",Drugs & Biotechnology,1901,Tel Aviv,Kåre Schultz,"37,537"
C.H. Robinson,"Eden Prairie, Minnesota",Business Services & Supplies,1905,"Eden Prairie, Minnesota",Robert Biesterfeld,"15,384"
Reliance Steel,"Los Angeles, California",Materials,1939,"Los Angeles, California",James Donald Hoffman,"13,700"
Wan Hai Lines,"Taipei, Taiwan",Transportation,Taipei,Taiwan,,
Equinix,"Redwood City, California",Diversified Financials,1998,"Redwood City, California",Charles J. Meyers,"10,944"
Antofagasta,"London, United Kingdom",Materials,1888,London,Iván Arriagada Herrera,"27,000"
PulteGroup,"Atlanta, Georgia",Construction,1950,"Atlanta, Georgia",Ryan R. Marshall,"6,182"
TD SYNNEX,"Fremont, California",Trading Companies,1980,"Fremont, California",Richard T. Hume,"27,000"
Alcon,"Geneva, Switzerland",Drugs & Biotechnology,1945,Geneva,David J. Endicott,"24,389"
Delta Electronics,"Taipei, Taiwan",Technology Hardware & Equipment,1975,Taipei,Ping Cheng,
Ashtead Group,"London, United Kingdom",Business Services & Supplies,1984,London,Brendan Horgan,"18,826"
Punjab National Bank,"New Delhi, India",Banking,1895,New Delhi,Atul Kumar Goel,"101,802"
Kakao,"Jeju-si, South Korea",IT Software & Services,1995,Jeju-si,"Su-Yong Joo, Min-Soo Yeo","3,472"
Industries Qatar,"Doha, Qatar",Chemicals,2003,Doha,Saad Sharida Al-Kaabi,
Bio-Rad Laboratories,"Hercules, California",Drugs & Biotechnology,1952,"Hercules, California",Norman Schwartz,"7,900"
Schindler Holding,"Hergiswil, Switzerland",Capital Goods,1874,Hergiswil,Silvio Napoli,"69,015"
Mizrahi Tefahot Bank,"Ramat Gan, Israel",Banking,1923,Ramat Gan,Moshe Lari,"7,632"
Deutsche Lufthansa,"Cologne, Germany",Transportation,1953,Cologne,Carsten Spohr,"105,290"
Comerica,"Dallas, Texas",Banking and Financial Services,1849,"Dallas, Texas",Curtis C. Farmer,"7,611"
Daiwa Securities,"Tokyo, Japan",Diversified Financials,1902,Tokyo,Seiji Nakata,"15,096"
Invesco,"Atlanta, Georgia",Banking and Financial Services,1935,"Atlanta, Georgia",Martin Flanagan,"8,400"
NASDAQ,"New York, New York",Diversified Financials,1971,"New York, New York",Adena T. Friedman,"5,814"
Pegatron,"Taipei, Taiwan",Technology Hardware & Equipment,2007,Taipei,Syh-Jang Liao,
American Financial Group,"Cincinnati, Ohio",Insurance,1959,"Cincinnati, Ohio","Carl Henry Lindner, III, S. Craig Lindner, Jr.","6,600"
Bâloise Group,"Basel, Switzerland",Insurance,1864,Basel,Gert devWinter,"7,712"
Anta Sports Products,"Quanzhou, China",Household & Personal Products,2007,Quanzhou,Shi Zhong Ding,"52,000"
Jones Lang LaSalle,"Chicago, Illinois",Construction,1783,"Chicago, Illinois",Christian Ulbrich,"98,200"
iA Financial Corporation,"Québec, Canada",Insurance,1892,Québec,Denis Ricard,"8,300"
Goodman Group,"Sydney, Australia",Construction,1989,Sydney,Gregory Leith Goodman,941
Hunan Valin Steel,"Changsha, China",Materials,1997,Changsha,Zhi Qiang Cao,"23,628"
Unum,"Chattanooga, Tennessee",Insurance,1848,"Chattanooga, Tennessee",Richard Paul McKenney,"9,064"
Continental Resources,"Oklahoma City, Oklahoma",Oil & Gas Operations,1967,"Oklahoma City, Oklahoma",William B. Berry,"1,254"
Shaanxi Construction Engineering Group,"Xi'an, China",Construction,Xi'an,China,"31,708",
AGC,"Tokyo, Japan",Chemicals,1907,Tokyo,Takuya Shimamura,"55,999"
Shanghai Pharmaceuticals,"Shanghai, China",Drugs & Biotechnology,1994,Shanghai,Da Wei Liu,"47,056"
Legrand,"Limoges, France",Capital Goods,1926,Limoges,Benoît Coquart,"34,244"
Fanuc,"Minamitsuru, Japan",Capital Goods,1972,Minamitsuru,Kenji Yamaguchi,"8,256"
Yango Group,"Shanghai, China",Construction,Shanghai,China,"21,319",
Taiwan Cooperative Financial,"Taipei, Taiwan",Banking,1946,Taipei,Mei Tsu Chen,"9,600"
China Jinmao,"Hong Kong, Hong Kong",Construction,2004,Hong Kong,Cong Rui Li,"12,825"
Edwards Lifesciences,"Irvine, California",Health Care Equipment & Services,1958,"Irvine, California",Michael A. Mussallem,"15,700"
Constellation Brands,"Victor, New York","Food, Drink & Tobacco",1945,"Victor, New York",William A. Newlands Jr.,"10,000"
SM Investments,"Pasay, Philippines",Retailing,1960,Pasay,Frederic Cuyegkeng DyBuncio,
OTP Bank,"Budapest, Hungary",Banking,1949,Budapest,Sándor Csányi,"37,866"
Db Insurance,"Seoul, South Korea",Insurance,1968,Seoul,Jeong-Nam Kim,"4,660"
E.Sun Financial,"Taipei, Taiwan",Banking,1992,Taipei,Nan Chou Huang,"8,783"
eBay,"San Jose, California",Retail and Wholesale,1995,"San Jose, California",Jamie Iannone,"6,300"
Eletrobrás,"Rio de Janeiro, Brazil",Utilities,1962,Rio de Janeiro,Rodrigo Limp Nascimento,"12,126"
China Mengniu Dairy,"Hong Kong, Hong Kong","Food, Drink & Tobacco",2004,Hong Kong,Min Fang Lu,"41,141"
Block,"San Francisco, California",IT Software & Services,2009,"San Francisco, California",Jack Patrick Dorsey,"8,521"
Toray Industries,"Tokyo, Japan",Household & Personal Products,1926,Tokyo,Akihiro Nikkaku,"46,267"
Union Bank of India,"Mumbai, India",Banking,1919,Mumbai,Rajkiran Gundyadka Rai,"78,202"
Dentsu,"Tokyo, Japan",Media,2001,Tokyo,Hiroshi Igarashi,"64,832"
First Quantum Minerals,"Vancouver, Canada",Materials,1983,Vancouver,A. Tristan Pascall,"26,349"
AerCap Holdings,"Dublin, Ireland",Business Services & Supplies,1995,Dublin,Aengus Kelly,736
Link REIT,"Hong Kong, Hong Kong",Diversified Financials,2005,Hong Kong,Kwok Lung Hongchoy,"1,200"
Molina Healthcare,"Long Beach, California",Drugs & Biotechnology,1980,"Long Beach, California",Joseph M. Zubretsky,"14,000"
Suzano Papel e Celulose,"Salvador, Brazil",Materials,1924,Salvador,Walter Schalka,"37,000"
Centrica,"Windsor, United Kingdom",Oil & Gas Operations,1995,Windsor,Christopher O’Shea,"21,504"
Yum! Brands,"Louisville, Canada",Restaurants,1997,Louisville,David W. Gibbs,"1,500,000"
First Horizon,"Memphis, Tennessee",Banking and Financial Services,1864,"Memphis, Tennessee",Bryan Jordan,"8,000"
Dubai Islamic Bank,"Dubai, United Arab Emirates",Banking,1975,Dubai,Adnan Abdul Shakoor Chilwan,"9,000"
Geely Automobile Holdings,"Hong Kong, Hong Kong",Consumer Durables,1973,Hong Kong,Sheng Yue Gui,"44,000"
CP All,"Bangkok, Thailand",Food Markets,1988,Bangkok,Tanin Buranamanit,
Grupo Aval,"Bogota, Colombia",Diversified Financials,1994,Bogota,Luis Carlos Sarmiento Gutiérrez,"80,565"
Shenzhen Overseas,"Shenzhen, China",Business Services & Supplies,1997,Shenzhen,Li Hsing Tsai,"24,526"
Kao ,"Tokyo, Japan",Household & Personal Products,1887,Tokyo,"Michitaka Sawada, Satoshi Kasai","33,507"
Agile Group Holdings,"Guangzhou, China",Construction,2005,Guangzhou,Victor Massiah,"98,466"
Restaurant Brands International,"Toronto, Canada",Restaurants,2014,Toronto,José Eduardo Cil,"5,700"
Grupa PZU,"Warsaw, Poland",Insurance,1803,Warsaw,Beata Kozlowska-Chyla,"43,310"
Huaneng Power International,"Beijing, China",Utilities,1994,Beijing,Ping Zhao,"57,970"
Arrow Electronics,"Centennial, Colorado",Trading Companies,1946,"Centennial, Colorado",Michael J. Long,"20,700"
Tenet Healthcare,"Dallas, Texas",Health Care Equipment & Services,1967,"Dallas, Texas",Saumya Sutaria,"101,100"
China International Marine,"Shenzhen, China",Capital Goods,1980,Shenzhen,Bo Liang Mai,"51,746"
Cintas,"Cincinnati, Ohio",Business Services & Supplies,1968,"Cincinnati, Ohio",Scott D. Farmer,"40,000"
Bancolombia,"Medellin, Colombia",Banking,1945,Medellin,Juan Carlos Mora Uribe,"29,955"
SMC,"Tokyo, Japan",Capital Goods,1959,Tokyo,", Yasuhito Nakae","20,619"
Pembina Pipeline,"Calgary, Canada",Oil & Gas Operations,1997,Calgary,J. Scott Burrows,"2,488"
Sasol,"Johannesburg, South Africa",Chemicals,1950,Johannesburg,Fleetwood Grobler,"28,949"
Solvay,"Brussels, Belgium",Chemicals,1863,Brussels,Ilham Kadri,"21,606"
Banque Saudi Fransi,"Riyadh, Saudi Arabia",Banking,1977,Riyadh,Rayan Mohammed Hamid,"2,997"
Molson Coors Brewing,"Golden, Colorado","Food, Drink & Tobacco",1786,"Golden, Colorado",Gavin D. K. Hattersley,"16,300"
Macy's,"New York, New York",Retail and Wholesale,1858,"New York, New York",Jeffrey Gennette,"88,857"
Shenwan Hongyuan Group,"Urumqi, China",Diversified Financials,1996,Urumqi,Hao Huang,"11,440"
Quest Diagnostics,"Secaucus, New Jersey",Health Care Equipment & Services,1967,"Secaucus, New Jersey",Steve Rusckowski,"50,000"
Qatar Islamic Bank,"Doha, Qatar",Banking,1982,Doha,Bassel Gamaludin Mohamed Ali,"1,179"
Reinsurance Group of America,"Chesterfield, Missouri",Insurance,1973,"Chesterfield, Missouri",Anna Manning,"3,500"
GS Holdings,"Seoul, South Korea",Conglomerates,1966,Seoul,"Chang-Soo Huh, Byung-Yong Lim",61
Gerdau (Cosigua),"São Paulo, Brazil",Materials,1901,São Paulo,Gustavo Werneck da Cunha,
Hormel Foods,"Austin, Minnesota",Retail and Wholesale,1891,"Austin, Minnesota",Jim Snee,"20,000"
Equity Residential,"Chicago, Illinois",Diversified Financials,1993,"Chicago, Illinois",Mark J. Parrell,"2,400"
MOL Hungarian Oil,"Budapest, Hungary",Oil & Gas Operations,1991,Budapest,"Zsolt Hernádi, József Molnár","24,948"
S-Oil,"Seoul, South Korea",Oil & Gas Operations,1976,Seoul,Hussain A. Al-Qahtani,"3,154"
Suncorp Group,"Brisbane, Australia",Insurance,1996,Brisbane,Steve Johnston,"13,505"
Voya Financial,"New York, New York",Insurance,1999,"New York, New York",Rodney Owen Martin Jr.,"6,000"
Braskem,"Butanta, Brazil",Chemicals,2002,Butanta,Roberto Lopes Pontes Simões,"8,008"
Aptiv,"Dublin, Ireland",Consumer Durables,1994,Dublin,Kevin P. Clark,"155,000"
Bank of Baroda,"Vadodara, India",Banking,1957,Vadodara,Sanjiv Chadha,"55,754"
Tractor Supply,"Brentwood, Tennessee",Retailing,1938,"Brentwood, Tennessee",Harry A. Lawton III,"46,000"
Shanghai Rural Commercial Bank,"Shanghai, China",Banking,2005,Shanghai,,
Joint Stock Commercial Bank for Foreign Trade of Vietnam,"Ha Noi, Vietnam",Banking,1955,Ha Noi,Dung Quang Pham,"21,670"
Motorola Solutions,"Chicago, Illinois",Aerospace & Defense,1928,"Chicago, Illinois",Gregory Q. Brown,"18,700"
Emaar Properties,"Dubai, United Arab Emirates",Construction,1997,Dubai,Amit Jain,
